record_identifier,issue_type,issue_detail,action_taken
ORD010289,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD010419,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD010427,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD010447,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD010526,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD010543,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD010554,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD010593,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD010765,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD010786,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD010842,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD010870,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD010957,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD011035,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD011045,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD011140,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD011232,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD011252,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD011306,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD011425,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD011581,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD011584,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD011653,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD011671,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD011674,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD011744,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD011751,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD011763,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD011813,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD011855,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD011896,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD011954,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD011972,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD012065,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD012078,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD012098,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD012131,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD012135,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD012301,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD012336,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD012371,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD012558,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD012587,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD012592,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD012605,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD012678,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD012758,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD012783,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD012845,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD013023,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD013109,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD013142,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD013157,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD013176,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD013182,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD013203,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD013215,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD013280,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD013283,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD013333,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD013373,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD013526,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD013607,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD013626,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD013695,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD013748,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD014044,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD014103,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD014117,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD014146,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD014288,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD014326,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD014404,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD014518,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD014525,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD014549,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD014840,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD014863,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD014882,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD014950,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD014967,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD015020,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD015027,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD015071,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD015117,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD015143,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD015186,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD015254,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD015264,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD015283,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD015291,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD015315,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD015399,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD015447,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD015475,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD015511,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD015582,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD015633,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD015637,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD015649,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD015712,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD015762,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD015815,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD015872,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD015874,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD015924,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD015955,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD015963,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD015972,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD015976,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD015995,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD015996,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD016016,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD016055,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD016094,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD016400,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD016407,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD016458,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD016466,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD016467,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD016562,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD016608,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD016773,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD017087,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD017130,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD017207,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD017228,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD017238,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD017421,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD017449,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD017506,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD017525,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD017573,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD017760,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD017805,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD017959,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD018010,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD018048,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD018145,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD018367,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD018377,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD018399,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD018401,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD018489,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD018495,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD018575,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD018599,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD018614,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD018969,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD018976,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD018987,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD019020,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD019079,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD019113,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD019224,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD019248,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD019309,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD019366,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD019433,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD019657,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD019695,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD019933,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD020055,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD020155,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD020206,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD020207,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD020252,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD020318,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD020384,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD020415,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD020450,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD020473,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD020544,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD020551,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD020559,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD020774,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD020776,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD020779,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD020854,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD020930,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD020938,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD020960,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD021037,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD021045,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD021048,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD021061,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD021106,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD021139,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD021141,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD021211,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD021251,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD021279,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD021478,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD021526,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD021647,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD021725,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD021741,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD021879,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD021961,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD022041,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD022170,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD022172,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD022282,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD022335,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD022344,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD022426,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD022436,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD022442,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD022501,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD022595,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD022707,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD022712,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD022749,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD022757,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD022784,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD022792,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD022843,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD022896,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD023003,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD023009,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD023115,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD023173,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD023193,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD023220,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD023487,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD023549,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD023583,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD023657,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD023666,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD023729,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD023816,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD023918,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD023931,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD023935,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD024063,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD024114,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD024279,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD024302,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD024369,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD024454,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD024492,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD024508,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD024590,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD024657,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD024707,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD024857,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD024881,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD025044,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD025117,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD025184,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD025193,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD025290,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD025293,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD025297,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD025394,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD025412,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD025475,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD025650,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD025676,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD025709,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD025910,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD025925,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD025948,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD025983,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD026095,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD026100,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD026112,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD026276,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD026292,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD026308,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD026385,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD026395,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD026418,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD026554,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD026569,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD026685,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD026702,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD026736,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD026831,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD027049,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD027088,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD027139,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD027215,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD027272,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD027549,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD027568,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD027593,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD027606,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD027626,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD027629,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD028017,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD028132,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD028491,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD028527,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD028552,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD028684,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD028726,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD028730,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD028742,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD028771,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD028887,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD028962,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD028976,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD029081,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD029186,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD029201,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD029251,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD029254,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD029271,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD029272,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD029341,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD029353,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD029494,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD029502,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD029507,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD029534,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
