snapshot_date,product_id,store_id,stock_on_hand,reorder_point,lead_time_days
2024-12-04,P0289,S014,67,55,3
2024-12-04,P0292,S003,92,39,9
2024-12-04,P0295,S001,186,45,7
2024-12-04,P0298,S002,167,61,4
2024-12-03,P0001,S008,53,42,4
2024-12-03,P0004,S015,192,54,3
2024-12-03,P0007,S003,182,28,12
2024-12-03,P0010,S002,9999,28,12
2024-12-03,P0013,S016,78,45,5
2024-12-03,P0016,S014,197,45,7
2024-12-03,P0019,S016,84,42,11
2024-12-03,P0022,S010,143,64,10
2024-12-03,P0025,S013,121,33,8
2024-12-03,P0028,S016,174,41,6
2024-12-03,P0031,S005,108,27,6
2024-12-03,P0034,S005,38,56,4
2024-12-03,P0037,S018,63,29,12
2024-12-03,P0040,S007,66,57,12
2024-12-03,P0043,S004,13,42,4
2024-12-03,P0046,S009,37,31,5
2024-12-03,P0049,S005,80,42,6
2024-12-03,P0052,S003,30,23,10
2024-12-03,P0055,S009,25,40,12
2024-12-03,P0058,S010,156,63,10
2024-12-03,P0061,S011,169,70,4
2024-12-03,P0064,S003,83,40,5
2024-12-03,P0067,S018,109,52,5
2024-12-03,P0070,S006,72,39,3
2024-12-03,P0073,S005,103,27,3
2024-12-03,P0076,S002,106,27,11
2024-12-03,P0079,S002,177,48,8
2024-12-03,P0082,S013,97,41,4
2024-12-03,P0085,S012,53,48,5
2024-12-03,P0088,S002,70,57,8
2024-12-03,P0091,S005,185,62,9
2024-12-03,P0094,S001,89,62,6
2024-12-03,P0097,S015,34,46,4
2024-12-03,P0100,S001,190,54,9
2024-12-03,P0103,S016,56,48,5
2024-12-03,P0106,S013,30,48,7
2024-12-03,P0109,S010,94,29,7
2024-12-03,P0112,S013,86,44,9
2024-12-03,P0115,S013,12,67,10
2024-12-03,P0118,S007,170,43,12
2024-12-03,P0121,S013,181,29,7
2024-12-03,P0124,S015,196,23,5
2024-12-03,P0127,S001,131,62,3
2024-12-03,P0130,S009,184,42,7
2024-12-03,P0133,S003,133,59,5
2024-12-03,P0136,S002,69,32,11
2024-12-03,P0139,S008,111,26,6
2024-12-03,P0142,S015,195,25,8
2024-12-03,P0145,S002,120,62,4
2024-12-03,P0148,S015,47,20,3
2024-12-03,P0151,S002,12,52,4
2024-12-03,P0154,S009,192,68,4
2024-12-03,P0157,S001,126,22,10
2024-12-03,P0160,S016,181,20,7
2024-12-03,P0163,S008,179,23,5
2024-12-03,P0166,S015,94,40,10
2024-12-03,P0169,S013,123,64,7
2024-12-03,P0172,S013,35,56,11
2024-12-03,P0175,S016,127,55,7
2024-12-03,P0178,S005,138,46,12
2024-12-03,P0181,S001,156,51,10
2024-12-03,P0184,S001,92,24,9
2024-12-03,P0187,S001,145,63,10
2024-12-03,P0190,S018,132,52,11
2024-12-03,P0193,S010,34,26,10
2024-12-03,P0196,S011,195,26,9
2024-12-03,P0199,S003,166,32,4
2024-12-03,P0202,S004,203,68,7
2024-12-03,P0205,S015,85,59,8
2024-12-03,P0208,S010,17,32,3
2024-12-03,P0211,S008,35,66,10
2024-12-03,P0214,S009,37,24,5
2024-12-03,P0217,S012,208,69,7
2024-12-03,P0220,S018,36,48,8
2024-12-03,P0223,S017,41,64,9
2024-12-03,P0226,S010,18,43,12
2024-12-03,P0229,S005,167,43,10
2024-12-03,P0232,S007,58,56,5
2024-12-03,P0235,S012,64,50,9
2024-12-03,P0238,S010,63,21,3
2024-12-03,P0241,S013,169,48,3
2024-12-03,P0244,S006,42,53,9
2024-12-03,P0247,S006,61,65,4
2024-12-03,P0250,S012,191,51,3
2024-12-03,P0253,S003,53,47,11
2024-12-03,P0256,S009,78,35,3
2024-12-03,P0259,S010,109,66,10
2024-12-03,P0262,S002,192,43,8
2024-12-03,P0265,S009,26,30,10
2024-12-03,P0268,S013,155,46,5
2024-12-03,P0271,S016,68,50,3
2024-12-03,P0274,S002,182,42,11
2024-12-03,P0277,S011,193,40,8
2024-12-03,P0280,S007,32,59,5
2024-12-03,P0283,S014,180,68,12
2024-12-03,P0286,S010,62,21,9
2024-12-03,P0289,S014,136,39,8
2024-12-03,P0292,S017,190,55,11
2024-12-03,P0295,S001,109,55,4
2024-12-03,P0298,S003,17,33,3
2024-12-02,P0001,S008,110,20,10
2024-12-02,P0004,S005,186,65,5
2024-12-02,P0007,S012,78,39,12
2024-12-02,P0010,S011,86,31,11
2024-12-02,P0013,S016,31,47,6
2024-12-02,P0016,S016,102,39,9
2024-12-02,P0019,S004,12,25,6
2024-12-02,P0022,S008,24,50,12
2024-12-02,P0025,S016,33,51,9
2024-12-02,P0028,S013,119,41,6
2024-12-02,P0031,S011,157,51,3
2024-12-02,P0034,S016,73,47,4
2024-12-02,P0037,S014,37,42,10
2024-12-02,P0040,S004,163,55,6
2024-12-02,P0043,S001,132,30,11
2024-12-02,P0046,S002,121,55,4
2024-12-02,P0049,S009,131,65,4
2024-12-02,P0052,S014,171,40,7
2024-12-02,P0055,S012,176,40,9
2024-12-02,P0058,S005,124,42,5
2024-12-02,P0061,S012,130,38,3
2024-12-02,P0064,S002,65,29,4
2024-12-02,P0067,S002,56,52,7
2024-12-02,P0070,S014,191,55,3
2024-12-02,P0073,S004,130,55,3
2024-12-02,P0076,S018,97,41,5
2024-12-02,P0079,S018,167,61,4
2024-12-02,P0082,S005,148,33,4
2024-12-02,P0085,S016,116,69,8
2024-12-02,P0088,S017,158,59,10
2024-12-02,P0091,S007,68,40,4
2024-12-02,P0094,S013,83,67,12
2024-12-02,P0097,S008,106,25,6
2024-12-02,P0100,S004,43,46,6
2024-12-02,P0103,S008,41,70,9
2024-12-02,P0106,S002,61,51,8
2024-12-02,P0109,S017,86,44,9
2024-12-02,P0112,S005,71,23,4
2024-12-02,P0115,S011,138,41,12
2024-12-02,P0118,S018,148,39,7
2024-12-02,P0121,S007,192,27,10
2024-12-02,P0124,S017,161,28,3
2024-12-02,P0127,S003,63,57,8
2024-12-02,P0130,S016,206,23,10
2024-12-02,P0133,S006,170,60,9
2024-12-02,P0136,S008,170,27,8
2024-12-02,P0139,S011,150,41,8
2024-12-02,P0142,S001,10,20,8
2024-12-02,P0145,S010,198,58,11
2024-12-02,P0148,S002,82,22,8
2024-12-02,P0151,S008,21,67,5
2024-12-02,P0154,S005,102,36,5
2024-12-02,P0157,S016,204,63,9
2024-12-02,P0160,S009,144,59,9
2024-12-02,P0163,S012,72,59,4
2024-12-02,P0166,S006,20,61,7
2024-12-02,P0169,S003,65,60,5
2024-12-02,P0172,S018,184,54,5
2024-12-02,P0175,S013,202,22,12
2024-12-02,P0178,S010,58,48,6
2024-12-02,P0181,S016,25,25,7
2024-12-02,P0184,S018,110,22,7
2024-12-02,P0187,S010,205,25,12
2024-12-02,P0190,S009,97,54,10
2024-12-02,P0193,S013,148,40,12
2024-12-02,P0196,S012,128,26,10
2024-12-02,P0199,S018,94,33,4
2024-12-02,P0202,S002,37,66,12
2024-12-02,P0205,S015,91,37,12
2024-12-02,P0208,S007,209,64,5
2024-12-02,P0211,S005,89,62,5
2024-12-02,P0214,S016,83,36,5
2024-12-02,P0217,S006,59,36,7
2024-12-02,P0220,S009,112,65,12
2024-12-02,P0223,S011,134,49,9
2024-12-02,P0226,S012,32,53,12
2024-12-02,P0229,S008,176,42,5
2024-12-02,P0232,S012,11,47,12
2024-12-02,P0235,S009,167,54,10
2024-12-02,P0238,S005,125,32,11
2024-12-02,P0241,S004,146,23,12
2024-12-02,P0244,S002,143,57,7
2024-12-02,P0247,S004,188,36,8
2024-12-02,P0250,S013,95,60,7
2024-12-02,P0253,S001,50,41,9
2024-12-02,P0256,S009,15,39,4
2024-12-02,P0259,S002,90,20,10
2024-12-02,P0262,S004,106,34,5
2024-12-02,P0265,S017,39,33,4
2024-12-02,P0268,S011,165,61,11
2024-12-02,P0271,S001,201,56,3
2024-12-02,P0274,S015,110,35,12
2024-12-02,P0277,S008,153,68,8
2024-12-02,P0280,S002,137,60,11
2024-12-02,P0283,S001,50,70,4
2024-12-02,P0286,S016,155,26,12
2024-12-02,P0289,S008,205,43,3
2024-12-02,P0292,S002,69,61,3
2024-12-02,P0295,S008,9999,29,9
2024-12-02,P0298,S002,168,28,12
2024-12-01,P0001,S015,100,31,7
2024-12-01,P0004,S015,31,24,11
2024-12-01,P0007,S002,51,42,11
2024-12-01,P0010,S002,53,54,7
2024-12-01,P0013,S004,94,45,11
2024-12-01,P0016,S017,18,32,4
2024-12-01,P0019,S010,34,66,7
2024-12-01,P0022,S007,107,30,10
2024-12-01,P0025,S013,104,21,4
2024-12-01,P0028,S016,196,65,3
2024-12-01,P0031,S009,104,56,9
2024-12-01,P0034,S007,130,41,8
2024-12-01,P0037,S005,165,61,6
2024-12-01,P0040,S017,23,57,3
2024-12-01,P0043,S004,126,36,6
2024-12-01,P0046,S004,74,39,11
2024-12-01,P0049,S011,11,32,5
2024-12-01,P0052,S015,197,51,6
2024-12-01,P0055,S010,44,69,3
2024-12-01,P0058,S005,195,63,4
2024-12-01,P0061,S010,196,51,10
2024-12-01,P0064,S004,122,38,12
2024-12-01,P0067,S013,55,59,7
2024-12-01,P0070,S003,43,51,11
2024-12-01,P0073,S006,92,20,3
2024-12-01,P0076,S015,181,44,9
2024-12-01,P0079,S015,184,37,11
2024-12-01,P0082,S002,25,50,11
2024-12-01,P0085,S015,142,29,8
2024-12-01,P0088,S017,25,46,11
2024-12-01,P0091,S017,66,41,9
2024-12-01,P0094,S013,119,56,5
2024-12-01,P0097,S012,151,67,8
2024-12-01,P0100,S003,65,66,7
2024-12-01,P0103,S001,176,33,7
2024-12-01,P0106,S014,176,66,3
2024-12-01,P0109,S001,96,47,3
2024-12-01,P0112,S016,13,23,7
2024-12-01,P0115,S015,131,22,7
2024-12-01,P0118,S010,27,31,4
2024-12-01,P0121,S011,163,36,7
2024-12-01,P0124,S015,59,53,10
2024-12-01,P0127,S009,187,45,7
2024-12-01,P0130,S007,37,21,12
2024-12-01,P0133,S011,104,55,9
2024-12-01,P0136,S018,177,51,3
2024-12-01,P0139,S003,61,65,12
2024-12-01,P0142,S001,177,21,9
2024-12-01,P0145,S004,150,56,8
2024-12-01,P0148,S013,10,59,3
2024-12-01,P0151,S013,39,32,7
2024-12-01,P0154,S006,20,46,10
2024-12-01,P0157,S011,148,51,11
2024-12-01,P0160,S017,67,67,5
2024-12-01,P0163,S010,50,55,10
2024-12-01,P0166,S010,98,25,9
2024-12-01,P0169,S007,88,47,12
2024-12-01,P0172,S002,53,34,9
2024-12-01,P0175,S001,81,25,11
2024-12-01,P0178,S018,165,50,3
2024-12-01,P0181,S001,188,25,6
2024-12-01,P0184,S011,187,45,8
2024-12-01,P0187,S006,31,53,8
2024-12-01,P0190,S012,99,64,7
2024-12-01,P0193,S012,46,21,5
2024-12-01,P0196,S018,122,45,9
2024-12-01,P0199,S002,30,53,5
2024-12-01,P0202,S007,153,22,11
2024-12-01,P0205,S011,140,60,8
2024-12-01,P0208,S016,116,34,11
2024-12-01,P0211,S011,14,22,10
2024-12-01,P0214,S017,128,51,12
2024-12-01,P0217,S007,126,33,10
2024-12-01,P0220,S009,10,45,12
2024-12-01,P0223,S014,78,55,8
2024-12-01,P0226,S010,27,48,10
2024-12-01,P0229,S004,123,34,7
2024-12-01,P0232,S005,148,54,6
2024-12-01,P0235,S015,125,51,3
2024-12-01,P0238,S010,194,57,10
2024-12-01,P0241,S017,41,41,3
2024-12-01,P0244,S007,200,65,10
2024-12-01,P0247,S007,38,59,6
2024-12-01,P0250,S015,9999,66,5
2024-12-01,P0253,S008,117,70,4
2024-12-01,P0256,S009,45,38,4
2024-12-01,P0259,S004,131,31,12
2024-12-01,P0262,S016,52,63,12
2024-12-01,P0265,S013,99,45,12
2024-12-01,P0268,S008,9999,55,5
2024-12-01,P0271,S016,49,37,10
2024-12-01,P0274,S013,161,23,8
2024-12-01,P0277,S008,120,26,12
2024-12-01,P0280,S008,162,49,3
2024-12-01,P0283,S012,35,51,10
2024-12-01,P0286,S015,48,20,3
2024-12-01,P0289,S001,89,57,8
2024-12-01,P0292,S010,179,70,9
2024-12-01,P0295,S016,97,35,7
2024-12-01,P0298,S010,202,25,11
2024-11-30,P0001,S003,33,34,3
2024-11-30,P0004,S005,154,46,6
2024-11-30,P0007,S009,27,32,4
2024-11-30,P0010,S004,155,49,12
2024-11-30,P0013,S014,69,40,3
2024-11-30,P0016,S002,57,57,11
2024-11-30,P0019,S009,194,38,6
2024-11-30,P0022,S005,67,23,3
2024-11-30,P0025,S008,49,66,4
2024-11-30,P0028,S001,182,20,5
2024-11-30,P0031,S015,84,28,11
2024-11-30,P0034,S008,133,20,5
2024-11-30,P0037,S013,123,32,5
2024-11-30,P0040,S018,97,28,10
2024-11-30,P0043,S001,116,40,5
2024-11-30,P0046,S005,115,61,9
2024-11-30,P0049,S016,59,64,4
2024-11-30,P0052,S012,42,59,3
2024-11-30,P0055,S010,127,58,11
2024-11-30,P0058,S006,186,50,7
2024-11-30,P0061,S018,63,55,3
2024-11-30,P0064,S008,23,61,12
2024-11-30,P0067,S006,30,55,8
2024-11-30,P0070,S013,86,35,6
2024-11-30,P0073,S017,172,44,8
2024-11-30,P0076,S010,80,67,3
2024-11-30,P0079,S018,76,34,7
2024-11-30,P0082,S018,100,58,5
2024-11-30,P0085,S008,10,35,12
2024-11-30,P0088,S009,88,60,5
2024-11-30,P0091,S015,202,37,3
2024-11-30,P0094,S006,109,39,5
2024-11-30,P0097,S015,147,60,11
2024-11-30,P0100,S005,208,43,10
2024-11-30,P0103,S016,114,53,8
2024-11-30,P0106,S001,66,31,6
2024-11-30,P0109,S016,157,25,11
2024-11-30,P0112,S005,204,42,9
2024-11-30,P0115,S016,61,61,3
2024-11-30,P0118,S016,176,67,3
2024-11-30,P0121,S017,172,68,8
2024-11-30,P0124,S012,128,48,7
2024-11-30,P0127,S011,33,65,4
2024-11-30,P0130,S012,111,21,9
2024-11-30,P0133,S016,81,66,12
2024-11-30,P0136,S016,91,55,4
2024-11-30,P0139,S015,111,58,7
2024-11-30,P0142,S018,63,29,5
2024-11-30,P0145,S002,105,61,5
2024-11-30,P0148,S018,152,64,5
2024-11-30,P0151,S001,165,59,11
2024-11-30,P0154,S009,87,45,10
2024-11-30,P0157,S005,-15,28,10
2024-11-30,P0160,S015,94,66,7
2024-11-30,P0163,S007,49,42,7
2024-11-30,P0166,S016,165,26,5
2024-11-30,P0169,S011,30,31,10
2024-11-30,P0172,S014,85,67,7
2024-11-30,P0175,S017,60,47,11
2024-11-30,P0178,S008,89,30,12
2024-11-30,P0181,S012,69,49,3
2024-11-30,P0184,S006,172,47,5
2024-11-30,P0187,S008,119,32,4
2024-11-30,P0190,S008,180,56,6
2024-11-30,P0193,S009,22,20,8
2024-11-30,P0196,S015,132,63,4
2024-11-30,P0199,S002,195,35,4
2024-11-30,P0202,S001,202,26,9
2024-11-30,P0205,S014,18,46,12
2024-11-30,P0208,S012,120,62,3
2024-11-30,P0211,S015,21,37,11
2024-11-30,P0214,S008,149,45,3
2024-11-30,P0217,S002,173,61,8
2024-11-30,P0220,S008,117,39,6
2024-11-30,P0223,S006,174,56,10
2024-11-30,P0226,S012,40,23,7
2024-11-30,P0229,S003,193,50,8
2024-11-30,P0232,S004,174,22,5
2024-11-30,P0235,S011,148,23,9
2024-11-30,P0238,S002,167,43,10
2024-11-30,P0241,S005,87,20,11
2024-11-30,P0244,S015,166,36,12
2024-11-30,P0247,S006,121,43,10
2024-11-30,P0250,S001,149,41,10
2024-11-30,P0253,S008,82,67,12
2024-11-30,P0256,S011,85,63,6
2024-11-30,P0259,S012,79,33,9
2024-11-30,P0262,S006,61,32,12
2024-11-30,P0265,S014,49,35,11
2024-11-30,P0268,S003,140,61,6
2024-11-30,P0271,S005,59,70,9
2024-11-30,P0274,S003,51,43,8
2024-11-30,P0277,S013,150,21,8
2024-11-30,P0280,S007,115,67,7
2024-11-30,P0283,S014,161,54,7
2024-11-30,P0286,S013,139,26,11
2024-11-30,P0289,S012,89,51,8
2024-11-30,P0292,S003,157,20,9
2024-11-30,P0295,S011,178,68,7
2024-11-30,P0298,S013,182,57,8
2024-11-29,P0001,S003,59,59,12
2024-11-29,P0004,S002,112,60,4
2024-11-29,P0007,S001,99,23,6
2024-11-29,P0010,S014,129,38,6
2024-11-29,P0013,S009,130,45,8
2024-11-29,P0016,S016,60,49,11
2024-11-29,P0019,S017,118,38,6
2024-11-29,P0022,S006,140,42,8
2024-11-29,P0025,S016,33,36,9
2024-11-29,P0028,S014,123,60,7
2024-11-29,P0031,S016,25,31,4
2024-11-29,P0034,S011,98,43,6
2024-11-29,P0037,S002,154,36,3
2024-11-29,P0040,S004,195,29,9
2024-11-29,P0043,S005,165,66,11
2024-11-29,P0046,S004,133,38,8
2024-11-29,P0049,S013,112,58,12
2024-11-29,P0052,S017,17,43,11
2024-11-29,P0055,S003,69,57,8
2024-11-29,P0058,S003,139,50,9
2024-11-29,P0061,S005,181,55,3
2024-11-29,P0064,S018,76,35,12
2024-11-29,P0067,S016,26,38,3
2024-11-29,P0070,S013,83,32,6
2024-11-29,P0073,S008,200,36,7
2024-11-29,P0076,S014,20,56,9
2024-11-29,P0079,S018,100,70,7
2024-11-29,P0082,S011,153,55,11
2024-11-29,P0085,S013,41,57,7
2024-11-29,P0088,S009,138,38,10
2024-11-29,P0091,S008,210,66,8
2024-11-29,P0094,S010,83,47,8
2024-11-29,P0097,S006,64,43,12
2024-11-29,P0100,S006,196,42,9
2024-11-29,P0103,S016,84,56,4
2024-11-29,P0106,S007,115,67,6
2024-11-29,P0109,S001,201,52,10
2024-11-29,P0112,S006,202,58,4
2024-11-29,P0115,S010,13,38,5
2024-11-29,P0118,S018,135,22,7
2024-11-29,P0121,S017,202,60,7
2024-11-29,P0124,S013,45,20,10
2024-11-29,P0127,S003,103,60,5
2024-11-29,P0130,S005,26,58,11
2024-11-29,P0133,S014,135,30,7
2024-11-29,P0136,S018,104,42,8
2024-11-29,P0139,S005,137,42,9
2024-11-29,P0142,S014,125,46,4
2024-11-29,P0145,S011,202,69,10
2024-11-29,P0148,S007,167,40,7
2024-11-29,P0151,S004,124,64,5
2024-11-29,P0154,S014,17,58,7
2024-11-29,P0157,S009,126,33,9
2024-11-29,P0160,S003,201,31,11
2024-11-29,P0163,S006,163,44,7
2024-11-29,P0166,S004,108,35,7
2024-11-29,P0169,S007,47,24,11
2024-11-29,P0172,S015,97,27,7
2024-11-29,P0175,S015,90,47,6
2024-11-29,P0178,S011,124,53,11
2024-11-29,P0181,S014,169,30,11
2024-11-29,P0184,S014,122,39,12
2024-11-29,P0187,S001,159,47,11
2024-11-29,P0190,S017,126,28,10
2024-11-29,P0193,S008,95,40,12
2024-11-29,P0196,S009,51,65,9
2024-11-29,P0199,S007,82,64,7
2024-11-29,P0202,S009,155,32,3
2024-11-29,P0205,S017,75,59,7
2024-11-29,P0208,S014,71,51,6
2024-11-29,P0211,S014,50,48,3
2024-11-29,P0214,S012,49,35,8
2024-11-29,P0217,S002,38,50,9
2024-11-29,P0220,S012,49,36,6
2024-11-29,P0223,S012,68,27,8
2024-11-29,P0226,S015,146,27,6
2024-11-29,P0229,S006,176,20,3
2024-11-29,P0232,S003,158,36,10
2024-11-29,P0235,S005,200,45,7
2024-11-29,P0238,S012,151,43,9
2024-11-29,P0241,S012,48,27,6
2024-11-29,P0244,S012,177,69,7
2024-11-29,P0247,S014,165,22,4
2024-11-29,P0250,S007,32,34,5
2024-11-29,P0253,S004,61,58,9
2024-11-29,P0256,S017,172,26,3
2024-11-29,P0259,S004,141,65,4
2024-11-29,P0262,S016,58,47,11
2024-11-29,P0265,S007,179,54,4
2024-11-29,P0268,S007,155,38,3
2024-11-29,P0271,S005,94,63,8
2024-11-29,P0274,S011,121,69,7
2024-11-29,P0277,S002,66,64,4
2024-11-29,P0280,S015,12,30,5
2024-11-29,P0283,S014,129,42,3
2024-11-29,P0286,S001,115,38,11
2024-11-29,P0289,S017,59,55,6
2024-11-29,P0292,S008,146,22,8
2024-11-29,P0295,S007,133,61,9
2024-11-29,P0298,S006,111,51,10
2024-11-28,P0001,S016,151,39,7
2024-11-28,P0004,S011,74,63,3
2024-11-28,P0007,S012,203,30,8
2024-11-28,P0010,S017,113,62,9
2024-11-28,P0013,S008,92,49,11
2024-11-28,P0016,S005,57,69,6
2024-11-28,P0019,S007,72,34,9
2024-11-28,P0022,S001,-15,38,11
2024-11-28,P0025,S008,87,49,12
2024-11-28,P0028,S013,198,59,7
2024-11-28,P0031,S007,82,51,12
2024-11-28,P0034,S009,198,23,11
2024-11-28,P0037,S004,108,21,3
2024-11-28,P0040,S009,187,51,8
2024-11-28,P0043,S003,208,35,6
2024-11-28,P0046,S012,79,56,8
2024-11-28,P0049,S011,178,24,10
2024-11-28,P0052,S017,62,52,4
2024-11-28,P0055,S005,136,23,7
2024-11-28,P0058,S012,67,25,9
2024-11-28,P0061,S004,168,36,11
2024-11-28,P0064,S007,62,64,10
2024-11-28,P0067,S014,143,31,11
2024-11-28,P0070,S017,122,56,7
2024-11-28,P0073,S004,18,39,11
2024-11-28,P0076,S018,153,68,9
2024-11-28,P0079,S010,14,55,12
2024-11-28,P0082,S018,201,25,5
2024-11-28,P0085,S014,196,65,3
2024-11-28,P0088,S015,43,20,10
2024-11-28,P0091,S016,44,49,12
2024-11-28,P0094,S004,141,58,10
2024-11-28,P0097,S004,68,57,7
2024-11-28,P0100,S004,36,34,7
2024-11-28,P0103,S005,54,66,8
2024-11-28,P0106,S018,109,48,6
2024-11-28,P0109,S014,206,44,12
2024-11-28,P0112,S016,162,45,12
2024-11-28,P0115,S014,25,26,6
2024-11-28,P0118,S005,101,56,11
2024-11-28,P0121,S013,111,53,5
2024-11-28,P0124,S008,157,20,9
2024-11-28,P0127,S016,79,39,3
2024-11-28,P0130,S013,23,50,10
2024-11-28,P0133,S002,205,20,5
2024-11-28,P0136,S003,55,57,8
2024-11-28,P0139,S006,207,59,4
2024-11-28,P0142,S003,62,39,8
2024-11-28,P0145,S009,186,62,6
2024-11-28,P0148,S009,159,38,8
2024-11-28,P0151,S015,210,27,9
2024-11-28,P0154,S008,20,44,11
2024-11-28,P0157,S018,57,55,8
2024-11-28,P0160,S008,83,58,4
2024-11-28,P0163,S012,24,67,4
2024-11-28,P0166,S001,171,36,3
2024-11-28,P0169,S012,39,69,3
2024-11-28,P0172,S006,156,60,4
2024-11-28,P0175,S007,130,68,11
2024-11-28,P0178,S010,127,41,12
2024-11-28,P0181,S011,122,26,12
2024-11-28,P0184,S008,144,24,9
2024-11-28,P0187,S014,92,29,4
2024-11-28,P0190,S012,79,20,5
2024-11-28,P0193,S003,192,24,10
2024-11-28,P0196,S018,119,56,6
2024-11-28,P0199,S008,82,40,11
2024-11-28,P0202,S014,200,55,12
2024-11-28,P0205,S009,67,55,8
2024-11-28,P0208,S012,38,62,6
2024-11-28,P0211,S010,46,62,9
2024-11-28,P0214,S002,76,43,10
2024-11-28,P0217,S006,137,48,9
2024-11-28,P0220,S018,140,44,3
2024-11-28,P0223,S018,169,64,11
2024-11-28,P0226,S005,23,20,8
2024-11-28,P0229,S013,91,55,6
2024-11-28,P0232,S001,83,36,9
2024-11-28,P0235,S002,74,52,12
2024-11-28,P0238,S016,10,34,6
2024-11-28,P0241,S006,10,31,6
2024-11-28,P0244,S002,56,33,3
2024-11-28,P0247,S006,104,41,12
2024-11-28,P0250,S014,147,26,6
2024-11-28,P0253,S001,158,65,12
2024-11-28,P0256,S006,135,20,10
2024-11-28,P0259,S016,134,30,10
2024-11-28,P0262,S001,207,56,7
2024-11-28,P0265,S002,95,30,12
2024-11-28,P0268,S001,139,46,12
2024-11-28,P0271,S007,143,46,10
2024-11-28,P0274,S007,179,38,7
2024-11-28,P0277,S009,116,33,12
2024-11-28,P0280,S005,22,27,4
2024-11-28,P0283,S006,39,47,8
2024-11-28,P0286,S004,210,37,10
2024-11-28,P0289,S016,176,49,12
2024-11-28,P0292,S015,65,32,11
2024-11-28,P0295,S009,173,26,3
2024-11-28,P0298,S012,105,51,12
2024-11-27,P0001,S015,120,27,4
2024-11-27,P0004,S003,99,61,8
2024-11-27,P0007,S010,34,68,4
2024-11-27,P0010,S009,21,51,3
2024-11-27,P0013,S002,94,63,3
2024-11-27,P0016,S012,133,70,7
2024-11-27,P0019,S008,199,44,5
2024-11-27,P0022,S015,176,62,9
2024-11-27,P0025,S016,51,56,7
2024-11-27,P0028,S013,35,34,5
2024-11-27,P0031,S003,35,23,7
2024-11-27,P0034,S001,53,61,11
2024-11-27,P0037,S009,16,37,4
2024-11-27,P0040,S008,21,60,6
2024-11-27,P0043,S004,16,49,7
2024-11-27,P0046,S015,42,27,5
2024-11-27,P0049,S015,183,65,7
2024-11-27,P0052,S018,187,56,9
2024-11-27,P0055,S004,81,64,5
2024-11-27,P0058,S013,208,47,5
2024-11-27,P0061,S002,101,29,3
2024-11-27,P0064,S016,78,45,12
2024-11-27,P0067,S004,148,53,11
2024-11-27,P0070,S003,49,39,12
2024-11-27,P0073,S003,157,36,6
2024-11-27,P0076,S017,63,61,12
2024-11-27,P0079,S011,173,63,8
2024-11-27,P0082,S013,192,58,5
2024-11-27,P0085,S018,84,61,11
2024-11-27,P0088,S014,35,42,9
2024-11-27,P0091,S010,124,58,4
2024-11-27,P0094,S018,111,47,7
2024-11-27,P0097,S018,206,30,12
2024-11-27,P0100,S010,19,24,3
2024-11-27,P0103,S018,177,47,7
2024-11-27,P0106,S006,37,64,4
2024-11-27,P0109,S014,63,30,7
2024-11-27,P0112,S004,121,38,10
2024-11-27,P0115,S006,9999,58,8
2024-11-27,P0118,S007,98,47,6
2024-11-27,P0121,S018,98,58,11
2024-11-27,P0124,S006,65,62,3
2024-11-27,P0127,S016,96,38,10
2024-11-27,P0130,S012,188,35,12
2024-11-27,P0133,S012,47,22,12
2024-11-27,P0136,S007,81,37,12
2024-11-27,P0139,S009,115,54,12
2024-11-27,P0142,S016,141,47,9
2024-11-27,P0145,S009,170,32,9
2024-11-27,P0148,S007,210,49,3
2024-11-27,P0151,S007,174,60,4
2024-11-27,P0154,S008,70,49,11
2024-11-27,P0157,S008,69,40,7
2024-11-27,P0160,S012,28,67,9
2024-11-27,P0163,S009,112,55,5
2024-11-27,P0166,S003,191,46,12
2024-11-27,P0169,S013,165,50,3
2024-11-27,P0172,S001,19,28,11
2024-11-27,P0175,S008,136,40,5
2024-11-27,P0178,S002,43,64,11
2024-11-27,P0181,S015,142,56,8
2024-11-27,P0184,S016,158,38,8
2024-11-27,P0187,S007,189,60,3
2024-11-27,P0190,S001,83,48,3
2024-11-27,P0193,S009,78,43,7
2024-11-27,P0196,S013,42,52,10
2024-11-27,P0199,S004,92,52,10
2024-11-27,P0202,S002,81,56,7
2024-11-27,P0205,S006,206,40,12
2024-11-27,P0208,S012,32,22,5
2024-11-27,P0211,S011,70,36,11
2024-11-27,P0214,S003,202,68,7
2024-11-27,P0217,S011,179,39,3
2024-11-27,P0220,S012,162,54,9
2024-11-27,P0223,S016,144,47,9
2024-11-27,P0226,S011,97,60,4
2024-11-27,P0229,S001,104,65,11
2024-11-27,P0232,S006,205,47,11
2024-11-27,P0235,S014,21,43,4
2024-11-27,P0238,S006,119,45,3
2024-11-27,P0241,S016,102,48,6
2024-11-27,P0244,S016,138,65,4
2024-11-27,P0247,S007,71,39,3
2024-11-27,P0250,S002,87,41,3
2024-11-27,P0253,S012,58,32,9
2024-11-27,P0256,S014,42,37,10
2024-11-27,P0259,S003,49,65,6
2024-11-27,P0262,S008,146,32,7
2024-11-27,P0265,S008,118,27,3
2024-11-27,P0268,S018,170,29,11
2024-11-27,P0271,S010,178,35,5
2024-11-27,P0274,S010,199,30,9
2024-11-27,P0277,S011,87,23,8
